score,repay,group
61,TRUE,orange
61,TRUE,orange
61,TRUE,orange
62,TRUE,orange
62,TRUE,orange
62,TRUE,orange
62,TRUE,orange
62,TRUE,orange
62,TRUE,orange
63,TRUE,orange
63,TRUE,orange
63,TRUE,orange
63,TRUE,orange
63,TRUE,orange
63,TRUE,orange
64,TRUE,orange
64,TRUE,orange
64,TRUE,orange
64,TRUE,orange
64,TRUE,orange
65,TRUE,orange
65,TRUE,orange
65,TRUE,orange
65,TRUE,orange
65,TRUE,orange
66,TRUE,orange
66,TRUE,orange
66,TRUE,orange
66,TRUE,orange
66,TRUE,orange
67,TRUE,orange
67,TRUE,orange
67,TRUE,orange
67,TRUE,orange
67,TRUE,orange
68,TRUE,orange
68,TRUE,orange
68,TRUE,orange
68,TRUE,orange
69,TRUE,orange
69,TRUE,orange
69,TRUE,orange
69,TRUE,orange
70,TRUE,orange
70,TRUE,orange
70,TRUE,orange
71,TRUE,orange
71,TRUE,orange
71,TRUE,orange
72,TRUE,orange
72,TRUE,orange
72,TRUE,orange
73,TRUE,orange
73,TRUE,orange
74,TRUE,orange
74,TRUE,orange
75,TRUE,orange
75,TRUE,orange
76,TRUE,orange
76,TRUE,orange
77,TRUE,orange
78,TRUE,orange
79,TRUE,orange
80,TRUE,orange
82,TRUE,orange
84,TRUE,orange
15,FALSE,orange
17,FALSE,orange
19,FALSE,orange
20,FALSE,orange
21,FALSE,orange
22,FALSE,orange
23,FALSE,orange
23,FALSE,orange
24,FALSE,orange
24,FALSE,orange
25,FALSE,orange
25,FALSE,orange
26,FALSE,orange
26,FALSE,orange
27,FALSE,orange
27,FALSE,orange
27,FALSE,orange
28,FALSE,orange
28,FALSE,orange
28,FALSE,orange
29,FALSE,orange
29,FALSE,orange
29,FALSE,orange
30,FALSE,orange
30,FALSE,orange
30,FALSE,orange
30,FALSE,orange
31,FALSE,orange
31,FALSE,orange
31,FALSE,orange
31,FALSE,orange
32,FALSE,orange
32,FALSE,orange
32,FALSE,orange
32,FALSE,orange
32,FALSE,orange
33,FALSE,orange
33,FALSE,orange
33,FALSE,orange
33,FALSE,orange
33,FALSE,orange
34,FALSE,orange
34,FALSE,orange
34,FALSE,orange
34,FALSE,orange
34,FALSE,orange
35,FALSE,orange
35,FALSE,orange
35,FALSE,orange
35,FALSE,orange
35,FALSE,orange
36,FALSE,orange
36,FALSE,orange
36,FALSE,orange
36,FALSE,orange
36,FALSE,orange
36,FALSE,orange
37,FALSE,orange
37,FALSE,orange
37,FALSE,orange
37,FALSE,orange
37,FALSE,orange
37,FALSE,orange
38,FALSE,orange
38,FALSE,orange
38,FALSE,orange
38,FALSE,orange
38,FALSE,orange
38,FALSE,orange
39,FALSE,orange
39,FALSE,orange
39,FALSE,orange
39,FALSE,orange
39,FALSE,orange
39,FALSE,orange
40,FALSE,orange
40,FALSE,orange
40,FALSE,orange
40,FALSE,orange
40,FALSE,orange
41,FALSE,orange
41,FALSE,orange
41,FALSE,orange
41,FALSE,orange
41,FALSE,orange
41,FALSE,orange
42,FALSE,orange
42,FALSE,orange
42,FALSE,orange
42,FALSE,orange
42,FALSE,orange
42,FALSE,orange
43,FALSE,orange
43,FALSE,orange
43,FALSE,orange
43,FALSE,orange
43,FALSE,orange
43,FALSE,orange
44,FALSE,orange
44,FALSE,orange
44,FALSE,orange
44,FALSE,orange
44,FALSE,orange
45,FALSE,orange
45,FALSE,orange
45,FALSE,orange
45,FALSE,orange
45,FALSE,orange
46,FALSE,orange
46,FALSE,orange
46,FALSE,orange
46,FALSE,orange
46,FALSE,orange
47,FALSE,orange
47,FALSE,orange
47,FALSE,orange
47,FALSE,orange
47,FALSE,orange
48,FALSE,orange
48,FALSE,orange
48,FALSE,orange
48,FALSE,orange
49,FALSE,orange
49,FALSE,orange
49,FALSE,orange
49,FALSE,orange
50,FALSE,orange
50,FALSE,orange
50,FALSE,orange
51,FALSE,orange
51,FALSE,orange
51,FALSE,orange
52,FALSE,orange
52,FALSE,orange
52,FALSE,orange
53,FALSE,orange
53,FALSE,orange
54,FALSE,orange
54,FALSE,orange
55,FALSE,orange
55,FALSE,orange
56,FALSE,orange
56,FALSE,orange
57,FALSE,orange
58,FALSE,orange
59,FALSE,orange
60,FALSE,orange
62,FALSE,orange
64,FALSE,orange
